<<<<<<< HEAD
cause_of_death,CartoDB_Cause_of_death,quarter,Date-month,Year,dead,missing,dead_and_missing,description,location,latitude,longitude,"latitude, longitude",route
Western Mediterranean Route,Spain,drowning or exhaustion related death,asphyxiated,2002,3,4Q2002,malaga
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2002,7,4Q2002,tarifa
Eastern Mediterranean Route,Aegean,drowning or exhaustion related death,drowned,2002,4,4Q2002,chios
Eastern Mediterranean Route,Aegean,drowning or exhaustion related death,drowned,2002,4,4Q2002,chios
Eastern Mediterranean Route,Greece,drowning or exhaustion related death,drowned,2002,2,4Q2002,"Corfu, Greece"
Unknown,,suicide,suicide - other,2002,1,4Q2002,"Huddersfield, UK"
Central Mediterranean Route,Lampedusa,unknown - supposedly exhaustion related death,unknown,2002,1,4Q2002,lampedusa
Eastern Mediterranean Route,Aegean,unknown - supposedly exhaustion related death,unknown,2002,12,4Q2002,evia
Eastern Mediterranean Route,Aegean,drowning or exhaustion related death,drowned,2002,10,4Q2002,evia
Eastern Mediterranean Route,Aegean,drowning or exhaustion related death,drowned,2002,10,4Q2002,evia
Unknown,,unknown - supposedly exhaustion related death,unknown,2002,1,4Q2002,Greece
Unknown,France,"violent accidental death (transport, blown in minefield...)",car accident,2002,1,4Q2002,calais
Eastern Mediterranean Route,Greece,drowning or exhaustion related death,hypothermia,2002,1,4Q2002,Thrace
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2002,1,4Q2002,algeciras
Unknown,,drowning or exhaustion related death,drowned,2002,1,4Q2002,france
Unknown,France,"violent accidental death (transport, blown in minefield...)",fall,2002,1,4Q2002,"Deuil-la-Barre, France"
Unknown,,unknown - supposedly exhaustion related death,unknown,2002,2,4Q2002,heathrow
Unknown,UK,suicide,suicide - other,2002,1,4Q2002,"Birmingham, UK"
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2002,4,4Q2002,cadiz
Unknown,,suicide,suicide - other,2002,1,4Q2002,Turkey
Unknown,,authorities related death,shot by the police,2002,2,4Q2002,iran
Western Mediterranean Route,Morocco,drowning or exhaustion related death,hypothermia,2002,8,4Q2002,oujda
Western African Route,Morocco,drowning or exhaustion related death,drowned,2002,32,4Q2002,laayoun
Central Mediterranean Route,Libya,drowning or exhaustion related death,drowned,2002,56,4Q2002,tripoli
Central Mediterranean Route,Libya,drowning or exhaustion related death,drowned,2002,12,4Q2002,tripoli
Eastern Mediterranean Route,Aegean,unknown - supposedly exhaustion related death,unknown,2002,2,4Q2002,aegean
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2002,2,4Q2002,tarifa
Western Balkan Route,Hungary,suicide,suicide - other,2002,1,4Q2002,hungary
Unknown,,suicide,suicide - put on fire,2002,1,4Q2002,"syke, germany"
Western Mediterranean Route,Morocco,drowning or exhaustion related death,drowned,2002,4,4Q2002,larache
Western Mediterranean Route,Morocco,drowning or exhaustion related death,drowned,2002,2,4Q2002,larache
Western Mediterranean Route,Morocco,unknown - supposedly exhaustion related death,unknown,2002,47,4Q2002,larache
Western Mediterranean Route,Spain,drowning or exhaustion related death,asphyxiated,2002,5,4Q2002,sevilla
Unknown,,drowning or exhaustion related death,hypothermia,2002,1,4Q2002,Greece
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,drowned,2002,1,4Q2002,menderes
Unknown,,suicide,suicide - put on fire,2002,1,4Q2002,Great Britain
Apulia and Calabria Route,Italy,drowning or exhaustion related death,drowned,2002,1,4Q2002,otranto
Apulia and Calabria Route,Italy,drowning or exhaustion related death,drowned,2002,6,4Q2002,otranto
Unknown,Denmark,suicide,suicide - other,2002,1,4Q2002,"Copenhagen, Denmark"
Unknown,,unknown - supposedly exhaustion related death,unknown,2002,23,4Q2002,mayotte
Eastern Mediterranean Route,Aegean,drowning or exhaustion related death,drowned,2002,2,4Q2002,lesbos
Central Mediterranean Route,Tunisia,unknown - supposedly exhaustion related death,unknown,2002,9,4Q2002,tunis
Eastern Mediterranean Route,Aegean,drowning or exhaustion related death,drowned,2002,6,4Q2002,lesbos
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2002,5,4Q2002,algeciras
Western Mediterranean Route,Spain,drowning or exhaustion related death,asphyxiated,2002,5,4Q2002,algeciras
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,drowned,2002,2,4Q2002,Turkey to Greece
Eastern Mediterranean Route,Greece,drowning or exhaustion related death,drowned,2002,7,4Q2002,"Didymus, Greece"
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2002,14,4Q2002,barbate
Western African Route,Canary Islands,drowning or exhaustion related death,drowned,2002,5,4Q2002,canary
Western African Route,"Las Palmas, Spain",drowning or exhaustion related death,drowned,2002,1,4Q2002,fuerteventura
Western Mediterranean Route,Africa,drowning or exhaustion related death,drowned,2002,7,4Q2002,Africa to Spain
Western Mediterranean Route,Africa,drowning or exhaustion related death,drowned,2002,6,4Q2002,Africa to Spain
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2002,9,4Q2002,cadiz
Unknown,,drowning or exhaustion related death,lack of medical care,2002,1,1Q2002,"Leusden, Netherland"
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2002,1,1Q2002,Spain
Western African Route,Canary Islands,drowning or exhaustion related death,drowned,2002,16,1Q2002,canary
Unknown,,malicious intent related death / manslaughter,murdered,2002,1,1Q2002,iran
Unknown,,other,electrocuted,2002,1,1Q2002,"Frethun, France"
Eastern Mediterranean Route,Aegean,drowning or exhaustion related death,drowned,2002,44,1Q2002,kos
Unknown,,"violent accidental death (transport, blown in minefield...)",car accident,2002,1,1Q2002,patras
Unknown,,drowning or exhaustion related death,asphyxiated,2002,4,1Q2002,livorno
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,hypothermia,2002,1,1Q2002,Turkey to Greece
Unknown,Netherlands,drowning or exhaustion related death,lack of medical care,2002,1,1Q2002,"Appelscha, Netherlands"
Unknown,,drowning or exhaustion related death,drowned,2002,12,1Q2002,mayotte
Unknown,,drowning or exhaustion related death,drowned,2002,8,1Q2002,mayotte
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2002,5,1Q2002,barbate
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2002,9,1Q2002,barbate
Central Mediterranean Route,Tunisia,unknown - supposedly exhaustion related death,unknown,2002,1,1Q2002,tunis
Central Mediterranean Route,Tunisia,drowning or exhaustion related death,drowned,2002,9,1Q2002,tunis
Eastern Mediterranean Route,Greece,drowning or exhaustion related death,drowned,2002,1,1Q2002,"Peloponnese, greece"
Apulia and Calabria Route,Italy,unknown - supposedly exhaustion related death,unknown,2002,1,1Q2002,brindisi
Unknown,,suicide,suicide - under train,2002,1,1Q2002,"Zwolle, Netherlands"
Western Mediterranean Route,Morocco,drowning or exhaustion related death,drowned,2002,13,1Q2002,kenitra
Central Mediterranean Route,Sicily,drowning or exhaustion related death,drowned,2002,11,1Q2002,sicily
Central Mediterranean Route,Sicily,drowning or exhaustion related death,drowned,2002,3,1Q2002,sicily
Eastern Mediterranean Route,Turkey,unknown - supposedly exhaustion related death,unknown,2002,5,1Q2002,Turkey to Greece
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,drowned,2002,2,1Q2002,Turkey to Greece
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,drowned,2002,1,1Q2002,Turkey to Greece
Unknown,,suicide,suicide - hanged,2002,1,1Q2002,Netherland
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2002,17,1Q2002,tarifa
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2002,2,1Q2002,tarifa
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2002,11,1Q2002,tarifa
Unknown,Italy,drowning or exhaustion related death,asphyxiated,2002,5,1Q2002,"Avellino, Italy"
Apulia and Calabria Route,Italy,unknown - supposedly exhaustion related death,unknown,2002,2,1Q2002,bari
Western African Route,"Las Palmas, Spain",drowning or exhaustion related death,drowned,2002,4,1Q2002,fuerteventura
Western African Route,"Las Palmas, Spain",drowning or exhaustion related death,drowned,2002,1,1Q2002,fuerteventura
Western African Route,"Las Palmas, Spain",unknown - supposedly exhaustion related death,unknown,2002,1,1Q2002,fuerteventura
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2002,1,1Q2002,ceuta
Apulia and Calabria Route,Greece,"violent accidental death (transport, blown in minefield, etc)",crushed,2002,2,1Q2002,Greece to Italy
Apulia and Calabria Route,Italy,drowning or exhaustion related death,asphyxiated,2002,2,1Q2002,brindisi
Unknown,,drowning or exhaustion related death,hypothermia,2002,9,1Q2002,"Kaldiran, turkey"
Unknown,,drowning or exhaustion related death,hypothermia,2002,10,1Q2002,"Kaldiran, turkey"
Eastern Mediterranean Route,Greece,drowning or exhaustion related death,drowned,2002,1,1Q2002,"Corinthia, greece"
Eastern Mediterranean Route,Greece,drowning or exhaustion related death,drowned,2002,1,1Q2002,"Corinthia, greece"
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,hypothermia,2002,5,1Q2002,"Menteres, Turkey"
Unknown,Turkey,drowning or exhaustion related death,asphyxiated,2002,3,1Q2002,catalca
Western African Route,"Las Palmas, Spain",drowning or exhaustion related death,drowned,2002,11,1Q2002,lanzarote
Unknown,,authorities related death,shot by the police,2002,8,1Q2002,"Skopje, Macedonia"
Western Mediterranean Route,Morocco,drowning or exhaustion related death,asphyxiated,2002,2,1Q2002,Marocco to Spain
Apulia and Calabria Route,Greece,drowning or exhaustion related death,asphyxiated,2002,1,1Q2002,Greece to Italy
Unknown,,suicide,suicide - other,2002,1,1Q2002,schneckenstein
Unknown,Ireland,drowning or exhaustion related death,died in childbirth,2002,1,1Q2002,dublin
Unknown,Germany,suicide,suicide - other,2001,1,3Q2001,belgium
Unknown,,"violent accidental death (transport, blown in minefield...)",blown in minefield,2001,1,3Q2001,gemisti
Apulia and Calabria Route,Italy,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,brindisi
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,12,3Q2001,Suez Canal
Unknown,,suicide,suicide - hanged,2001,1,3Q2001,"Les Grisons, switzerland"
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,"Saarlouis-Fraulautern, germany"
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,52,3Q2001,sahara
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,5,3Q2001,rabat
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,4,3Q2001,vlora
Western African Route,"Las Palmas, Spain",drowning or exhaustion related death,drowned,2001,7,3Q2001,fuerteventura
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,3,3Q2001,almeria
Unknown,Germany,suicide,suicide - jumped from building,2001,1,3Q2001,berlin
Western Mediterranean Route,Morocco,drowning or exhaustion related death,drowned,2001,13,3Q2001,rabat
Western Mediterranean Route,Morocco,drowning or exhaustion related death,drowned,2001,41,3Q2001,kenitra
Western Mediterranean Route,Spain,drowning or exhaustion related death,asphyxiated,2001,1,3Q2001,ceuta
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2001,1,3Q2001,tarifa
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,tarifa
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,tarifa
Eastern Mediterranean Route,Aegean,unknown - supposedly exhaustion related death,unknown,2001,5,3Q2001,evia
Apulia and Calabria Route,Italy,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,lecce
Western African Route,Canary Islands,drowning or exhaustion related death,drowned,2001,9,3Q2001,canary
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2001,4,3Q2001,"Almeria, Spain"
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,cadiz
Unknown,,suicide,suicide - hanged,2001,1,3Q2001,"Nelson, UK"
Western Mediterranean Route,Morocco,drowning or exhaustion related death,drowned,2001,1,3Q2001,"Cabo de Tres Forcas, Morocco"
Unknown,UK,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,dover
Western African Route,"Las Palmas, Spain",drowning or exhaustion related death,drowned,2001,3,3Q2001,fuerteventura
Western African Route,"Las Palmas, Spain",drowning or exhaustion related death,drowned,2001,2,3Q2001,fuerteventura
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2001,1,3Q2001,tarifa
Western Mediterranean Route,Spain,drowning or exhaustion related death,asphyxiated,2001,2,3Q2001,coruna
Unknown,Belgium,drowning or exhaustion related death,asphyxiated,2001,8,3Q2001,belgium
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,8,3Q2001,mayotte
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,ceuta
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,tarifa
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2001,11,3Q2001,almeria
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,2,3Q2001,mayotte
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,26,3Q2001,Mayotte
Unknown,,unknown - supposedly exhaustion related death,unknown,2001,1,3Q2001,mayotte
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2001,1,3Q2001,tarifa
Unknown,,suicide,suicide - jumped from building,2001,1,3Q2001,vienna
Unknown,,malicious intent related death / manslaughter,died (presumably) from ill treatments,2001,1,3Q2001,Turkey
Unknown,,suicide,suicide - jumped from building,2001,1,3Q2001,"Mespelbrunn, Germany"
Unknown,,authorities related death,shot by the police,2001,1,3Q2001,syria
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,2,3Q2001,tarifa
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2001,4,3Q2001,tarifa
Western Mediterranean Route,Spain,drowning or exhaustion related death,asphyxiated,2001,2,3Q2001,tarifa
Unknown,,authorities related death,shot by the police,2001,2,3Q2001,syria
Western Mediterranean Route,Spain,drowning or exhaustion related death,drowned,2001,1,3Q2001,tarifa
Central Mediterranean Route,Catania,malicious intent related death / manslaughter,murdered,2001,1,3Q2001,catania
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,drowned,2001,1,3Q2001,Bodrum
Eastern Mediterranean Route,Turkey,drowning or exhaustion related death,drowned,2001,12,3Q2001,Bodrum
Central Mediterranean Route,Catania,unknown - supposedly exhaustion related death,unknown,2001,3,3Q2001,scoglitti
Central Mediterranean Route,Italy,drowning or exhaustion related death,drowned,2001,4,3Q2001,ragusa
Eastern Mediterranean Route,Bulgaria,drowning or exhaustion related death,hypothermia,2001,1,3Q2001,bulgaria
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,1,2Q2001,tarifa
Western Mediterranean Route,Spain,unknown - supposedly exhaustion related death,unknown,2001,1,2Q2001,tarifa
