Year,Code,Destination,Gender,AgeGroup,InternationalMigrantStocks,TotalPopulation,IMSPercentageofTotalPop
1990,418,Lao People's Democratic Republic,bothsexes,0_4,1945,749620,0.3%
1990,458,Malaysia,bothsexes,0_4,51343,2437331,2.1%
1990,104,Myanmar,bothsexes,0_4,6018,5276912,0.1%
1990,608,Philippines,bothsexes,0_4,13907,9441989,0.1%
1990,702,Singapore,bothsexes,0_4,16776,228260,7.3%
1990,764,Thailand,bothsexes,0_4,27025,5352949,0.5%
1990,626,Timor-Leste,bothsexes,0_4,935,118664,0.8%
1990,704,Viet Nam,bothsexes,0_4,2392,9142038,0.0%
1990,28,Antigua and Barbuda,bothsexes,0_4,1235,6557,18.8%
1990,533,Aruba,bothsexes,0_4,631,5396,11.7%
1990,44,Bahamas,bothsexes,0_4,944,28430,3.3%
1990,52,Barbados,bothsexes,0_4,666,20523,3.2%
1990,192,Cuba,bothsexes,0_4,450,898649,0.1%
1990,214,Dominican Republic,bothsexes,0_4,43254,969638,4.5%
1990,308,Grenada,bothsexes,0_4,476,14798,3.2%
1990,312,Guadeloupe,bothsexes,0_4,2719,36568,7.4%
1990,332,Haiti,bothsexes,0_4,1632,1142942,0.1%
1990,388,Jamaica,bothsexes,0_4,1818,293181,0.6%
1990,474,Martinique,bothsexes,0_4,2092,30177,6.9%
1990,630,Puerto Rico,bothsexes,0_4,16667,290826,5.7%
1990,662,Saint Lucia,bothsexes,0_4,379,17637,2.1%
1990,670,Saint Vincent and the Grenadines,bothsexes,0_4,457,13367,3.4%
1990,780,Trinidad and Tobago,bothsexes,0_4,1663,133077,1.2%
1990,850,United States Virgin Islands,bothsexes,0_4,2164,9490,22.8%
1990,84,Belize,bothsexes,0_4,1379,30399,4.5%
1990,188,Costa Rica,bothsexes,0_4,10923,416158,2.6%
1990,222,El Salvador,bothsexes,0_4,5511,747548,0.7%
1990,320,Guatemala,bothsexes,0_4,17103,1579828,1.1%
1990,340,Honduras,bothsexes,0_4,12871,857542,1.5%
1990,484,Mexico,bothsexes,0_4,100284,11515971,0.9%
1990,558,Nicaragua,bothsexes,0_4,4091,696175,0.6%
1990,591,Panama,bothsexes,0_4,1452,309541,0.5%
1990,32,Argentina,bothsexes,0_4,9891,3458699,0.3%
1990,68,Bolivia (Plurinational State of),bothsexes,0_4,6487,1030271,0.6%
1990,76,Brazil,bothsexes,0_4,4787,17786870,0.0%
1990,152,Chile,bothsexes,0_4,9146,1417470,0.6%
1990,170,Colombia,bothsexes,0_4,12095,4195406,0.3%
1990,218,Ecuador,bothsexes,0_4,3702,1414783,0.3%
1990,254,French Guiana,bothsexes,0_4,1964,15341,12.8%
1990,328,Guyana,bothsexes,0_4,443,89883,0.5%
1990,600,Paraguay,bothsexes,0_4,10785,659769,1.6%
1990,604,Peru,bothsexes,0_4,3786,3111913,0.1%
1990,740,Suriname,bothsexes,0_4,1570,52557,3.0%
1990,858,Uruguay,bothsexes,0_4,3512,271357,1.3%
1990,862,Venezuela (Bolivarian Republic of),bothsexes,0_4,19316,2701037,0.7%
1990,36,Australia,bothsexes,0_4,33998,1255771,2.7%
1990,554,New Zealand,bothsexes,0_4,9728,276421,3.5%
1990,242,Fiji,bothsexes,0_4,934,99940,0.9%
1990,540,New Caledonia,bothsexes,0_4,987,18945,5.2%
1990,598,Papua New Guinea,bothsexes,0_4,2685,711807,0.4%
1990,90,Solomon Islands,bothsexes,0_4,242,53137,0.5%
1990,548,Vanuatu,bothsexes,0_4,200,23773,0.8%
1990,316,Guam,bothsexes,0_4,3651,14914,24.5%
1990,296,Kiribati,bothsexes,0_4,193,11597,1.7%
1990,583,Micronesia (Fed. States of),bothsexes,0_4,244,15339,1.6%
1990,258,French Polynesia,bothsexes,0_4,1367,27066,5.1%
1990,882,Samoa,bothsexes,0_4,514,23137,2.2%
1990,776,Tonga,bothsexes,0_4,444,13413,3.3%
1990,112,Belarus,bothsexes,0_4,28978,786697,3.7%
1990,100,Bulgaria,bothsexes,0_4,1065,558322,0.2%
1990,203,Czechia,bothsexes,0_4,554,647478,0.1%
1990,348,Hungary,bothsexes,0_4,11354,614478,1.8%
1990,616,Poland,bothsexes,0_4,16462,2946531,0.6%
1990,498,Republic of Moldova,bothsexes,0_4,15547,427077,3.6%
1990,642,Romania,bothsexes,0_4,828,1817385,0.0%
1990,643,Russian Federation,bothsexes,0_4,199257,11520579,1.7%
1990,703,Slovakia,bothsexes,0_4,381,416055,0.1%
1990,804,Ukraine,bothsexes,0_4,88583,3458567,2.6%
1990,830,Channel Islands,bothsexes,0_4,535,8062,6.6%
1990,208,Denmark,bothsexes,0_4,6499,291393,2.2%
1990,233,Estonia,bothsexes,0_4,4542,119342,3.8%
1990,246,Finland,bothsexes,0_4,2605,311366,0.8%
1990,352,Iceland,bothsexes,0_4,590,21492,2.7%
1990,372,Ireland,bothsexes,0_4,6406,279629,2.3%
1990,428,Latvia,bothsexes,0_4,1183,205151,0.6%
1990,440,Lithuania,bothsexes,0_4,8743,289191,3.0%
1990,578,Norway,bothsexes,0_4,5268,280385,1.9%
1990,752,Sweden,bothsexes,0_4,11037,553121,2.0%
1990,826,United Kingdom,bothsexes,0_4,62379,3823875,1.6%
1990,8,Albania,bothsexes,0_4,3268,390241,0.8%
1990,70,Bosnia and Herzegovina,bothsexes,0_4,2302,348917,0.7%
1990,191,Croatia,bothsexes,0_4,3787,293130,1.3%
1990,300,Greece,bothsexes,0_4,35348,554111,6.4%
1990,380,Italy,bothsexes,0_4,41476,2818718,1.5%
1990,470,Malta,bothsexes,0_4,580,27255,2.1%
1990,807,North Macedonia,bothsexes,0_4,3229,173579,1.9%
1990,620,Portugal,bothsexes,0_4,7699,565627,1.4%
1990,688,Serbia,bothsexes,0_4,2758,731949,0.4%
1990,705,Slovenia,bothsexes,0_4,865,122853,0.7%
1990,724,Spain,bothsexes,0_4,27179,2101642,1.3%
1990,40,Austria,bothsexes,0_4,11972,428844,2.8%
1990,56,Belgium,bothsexes,0_4,25996,589973,4.4%
1990,250,France,bothsexes,0_4,47422,3799539,1.2%
1990,276,Germany,bothsexes,0_4,39982,4348839,0.9%
1990,442,Luxembourg,bothsexes,0_4,2936,23314,12.6%
1990,528,Netherlands,bothsexes,0_4,21346,933606,2.3%
1990,756,Switzerland,bothsexes,0_4,21097,383393,5.5%
1990,124,Canada,bothsexes,0_4,39049,1919309,2.0%
1990,840,United States of America,bothsexes,0_4,309549,19240996,1.6%
1995,108,Burundi,bothsexes,0_4,17183,1167689,1.5%
1995,174,Comoros,bothsexes,0_4,574,81761,0.7%
1995,262,Djibouti,bothsexes,0_4,4430,99837,4.4%
1995,232,Eritrea,bothsexes,0_4,710,370169,0.2%
1995,231,Ethiopia,bothsexes,0_4,51997,10535009,0.5%
1995,404,Kenya,bothsexes,0_4,48753,4746075,1.0%
1995,450,Madagascar,bothsexes,0_4,1164,2438716,0.0%
1995,454,Malawi,bothsexes,0_4,15023,1776769,0.8%
1995,480,Mauritius,bothsexes,0_4,311,111011,0.3%
1995,175,Mayotte,bothsexes,0_4,1502,20080,7.5%
1995,508,Mozambique,bothsexes,0_4,24620,2721930,0.9%
1995,638,Réunion,bothsexes,0_4,2983,69318,4.3%
1995,646,Rwanda,bothsexes,0_4,14304,779773,1.8%
1995,690,Seychelles,bothsexes,0_4,265,8000,3.3%
1995,706,Somalia,bothsexes,0_4,3557,1442873,0.2%
1995,800,Uganda,bothsexes,0_4,62975,4100304,1.5%
1995,834,United Republic of Tanzania,bothsexes,0_4,80410,5256228,1.5%
1995,894,Zambia,bothsexes,0_4,17480,1657136,1.1%
1995,716,Zimbabwe,bothsexes,0_4,21764,1714321,1.3%
1995,24,Angola,bothsexes,0_4,1685,2670604,0.1%
1995,120,Cameroon,bothsexes,0_4,10711,2426030,0.4%
1995,140,Central African Republic,bothsexes,0_4,13262,540300,2.5%
1995,148,Chad,bothsexes,0_4,5635,1409074,0.4%
1995,178,Congo,bothsexes,0_4,18019,442727,4.1%
1995,180,Democratic Republic of the Congo,bothsexes,0_4,75134,7688980,1.0%
1995,226,Equatorial Guinea,bothsexes,0_4,303,82380,0.4%
1995,266,Gabon,bothsexes,0_4,16335,173100,9.4%
1995,678,Sao Tome and Principe,bothsexes,0_4,144,22337,0.6%
1995,72,Botswana,bothsexes,0_4,2238,216987,1.0%
1995,748,Eswatini,bothsexes,0_4,1634,150718,1.1%
1995,426,Lesotho,bothsexes,0_4,656,274658,0.2%
1995,516,Namibia,bothsexes,0_4,6767,261303,2.6%
1995,710,South Africa,bothsexes,0_4,22961,5114903,0.4%
1995,204,Benin,bothsexes,0_4,13223,1073018,1.2%
1995,854,Burkina Faso,bothsexes,0_4,38561,1890759,2.0%
1995,132,Cabo Verde,bothsexes,0_4,287,64452,0.4%
1995,384,Côte d'Ivoire,bothsexes,0_4,69803,2455687,2.8%
1995,270,Gambia,bothsexes,0_4,15253,215672,7.1%
1995,288,Ghana,bothsexes,0_4,33639,2797001,1.2%
1995,324,Guinea,bothsexes,0_4,84715,1341399,6.3%
1995,624,Guinea-Bissau,bothsexes,0_4,4026,194887,2.1%
1995,430,Liberia,bothsexes,0_4,24463,339846,7.2%
1995,466,Mali,bothsexes,0_4,17055,1801209,0.9%
1995,478,Mauritania,bothsexes,0_4,10878,388504,2.8%
1995,562,Niger,bothsexes,0_4,9185,1914676,0.5%
1995,566,Nigeria,bothsexes,0_4,109873,18583368,0.6%
1995,686,Senegal,bothsexes,0_4,16628,1515579,1.1%
1995,694,Sierra Leone,bothsexes,0_4,6385,753372,0.8%
1995,768,Togo,bothsexes,0_4,13159,714031,1.8%
1995,12,Algeria,bothsexes,0_4,16475,3733162,0.4%
1995,818,Egypt,bothsexes,0_4,15428,8385616,0.2%
1995,434,Libya,bothsexes,0_4,35935,601728,6.0%
1995,504,Morocco,bothsexes,0_4,3610,3323339,0.1%
1995,729,Sudan,bothsexes,0_4,128258,4177607,3.1%
1995,788,Tunisia,bothsexes,0_4,1831,959014,0.2%
1995,732,Western Sahara,bothsexes,0_4,143,34603,0.4%
1995,51,Armenia,bothsexes,0_4,28298,290039,9.8%
1995,31,Azerbaijan,bothsexes,0_4,9803,894379,1.1%
1995,48,Bahrain,bothsexes,0_4,11237,61288,18.3%
1995,196,Cyprus,bothsexes,0_4,1795,71770,2.5%
1995,268,Georgia,bothsexes,0_4,1128,339050,0.3%
1995,368,Iraq,bothsexes,0_4,4262,3341231,0.1%
1995,376,Israel,bothsexes,0_4,19753,522027,3.8%
1995,400,Jordan,bothsexes,0_4,247775,688697,36.0%
1995,414,Kuwait,bothsexes,0_4,60194,173953,34.6%
1995,422,Lebanon,bothsexes,0_4,89995,430224,20.9%
1995,512,Oman,bothsexes,0_4,25529,309010,8.3%
1995,634,Qatar,bothsexes,0_4,31725,50012,63.4%
1995,682,Saudi Arabia,bothsexes,0_4,397767,2742121,14.5%
1995,275,State of Palestine,bothsexes,0_4,17726,522775,3.4%
1995,760,Syrian Arab Republic,bothsexes,0_4,49772,2185908,2.3%
1995,792,Turkey,bothsexes,0_4,54807,6438950,0.9%
1995,784,United Arab Emirates,bothsexes,0_4,125936,232341,54.2%
1995,887,Yemen,bothsexes,0_4,18833,3033759,0.6%
1995,398,Kazakhstan,bothsexes,0_4,72632,1450052,5.0%
1995,417,Kyrgyzstan,bothsexes,0_4,1736,592098,0.3%
1995,762,Tajikistan,bothsexes,0_4,7142,922681,0.8%
1995,795,Turkmenistan,bothsexes,0_4,6348,598176,1.1%
1995,860,Uzbekistan,bothsexes,0_4,35103,3282037,1.1%
1995,4,Afghanistan,bothsexes,0_4,4379,3515023,0.1%
1995,50,Bangladesh,bothsexes,0_4,32408,16075268,0.2%
1995,64,Bhutan,bothsexes,0_4,906,83190,1.1%
1995,356,India,bothsexes,0_4,34404,124807201,0.0%
1995,364,Iran (Islamic Republic of),bothsexes,0_4,162671,7332956,2.2%
1995,462,Maldives,bothsexes,0_4,1144,39913,2.9%
1995,524,Nepal,bothsexes,0_4,33808,3376774,1.0%
1995,586,Pakistan,bothsexes,0_4,18157,20542962,0.1%
1995,144,Sri Lanka,bothsexes,0_4,992,1716268,0.1%
1995,156,China,bothsexes,0_4,25028,102146175,0.0%
1995,344,"China, Hong Kong SAR",bothsexes,0_4,31831,329397,9.7%
1995,446,"China, Macao SAR",bothsexes,0_4,4913,29985,16.4%
1995,408,Dem. People's Republic of Korea,bothsexes,0_4,1912,2076109,0.1%
1995,392,Japan,bothsexes,0_4,59412,6138246,1.0%
1995,496,Mongolia,bothsexes,0_4,304,282051,0.1%
1995,410,Republic of Korea,bothsexes,0_4,2467,3489421,0.1%
1995,96,Brunei Darussalam,bothsexes,0_4,1870,37463,5.0%
1995,116,Cambodia,bothsexes,0_4,4410,1765830,0.2%
1995,360,Indonesia,bothsexes,0_4,27158,21888504,0.1%
1995,418,Lao People's Democratic Republic,bothsexes,0_4,1292,836068,0.2%
1995,458,Malaysia,bothsexes,0_4,78108,2595647,3.0%
1995,104,Myanmar,bothsexes,0_4,5312,5042426,0.1%
1995,608,Philippines,bothsexes,0_4,18907,10060501,0.2%
1995,702,Singapore,bothsexes,0_4,21295,260077,8.2%
1995,764,Thailand,bothsexes,0_4,30467,5125276,0.6%
1995,626,Timor-Leste,bothsexes,0_4,997,144350,0.7%
1995,704,Viet Nam,bothsexes,0_4,4360,9133921,0.0%
1995,28,Antigua and Barbuda,bothsexes,0_4,1507,6907,21.8%
1995,533,Aruba,bothsexes,0_4,731,6743,10.8%
1995,44,Bahamas,bothsexes,0_4,957,30606,3.1%
1995,52,Barbados,bothsexes,0_4,777,19627,4.0%
1995,192,Cuba,bothsexes,0_4,376,781125,0.0%
1995,214,Dominican Republic,bothsexes,0_4,33371,1013182,3.3%
1995,308,Grenada,bothsexes,0_4,533,12232,4.4%
1995,312,Guadeloupe,bothsexes,0_4,2796,34495,8.1%
1995,332,Haiti,bothsexes,0_4,1460,1171452,0.1%
1995,388,Jamaica,bothsexes,0_4,2013,291521,0.7%
1995,474,Martinique,bothsexes,0_4,1980,28019,7.1%
1995,630,Puerto Rico,bothsexes,0_4,12628,304207,4.2%
1995,662,Saint Lucia,bothsexes,0_4,487,17576,2.8%
1995,670,Saint Vincent and the Grenadines,bothsexes,0_4,475,12144,3.9%
1995,780,Trinidad and Tobago,bothsexes,0_4,1459,105827,1.4%
1995,850,United States Virgin Islands,bothsexes,0_4,2258,11468,19.7%
1995,84,Belize,bothsexes,0_4,937,31512,3.0%
1995,188,Costa Rica,bothsexes,0_4,9452,415910,2.3%
1995,222,El Salvador,bothsexes,0_4,3806,777620,0.5%
1995,320,Guatemala,bothsexes,0_4,10124,1766975,0.6%
1995,340,Honduras,bothsexes,0_4,7219,947550,0.8%
1995,484,Mexico,bothsexes,0_4,59248,11541118,0.5%
1995,558,Nicaragua,bothsexes,0_4,3156,700340,0.5%
1995,591,Panama,bothsexes,0_4,1574,320764,0.5%
1995,32,Argentina,bothsexes,0_4,11086,3577415,0.3%
1995,68,Bolivia (Plurinational State of),bothsexes,0_4,6856,1097101,0.6%
1995,76,Brazil,bothsexes,0_4,6964,17389023,0.0%
1995,152,Chile,bothsexes,0_4,13574,1459639,0.9%
1995,170,Colombia,bothsexes,0_4,11961,4440147,0.3%
1995,218,Ecuador,bothsexes,0_4,7762,1488237,0.5%
1995,254,French Guiana,bothsexes,0_4,1979,19581,10.1%
1995,328,Guyana,bothsexes,0_4,497,99612,0.5%
1995,600,Paraguay,bothsexes,0_4,9413,690680,1.4%
1995,604,Peru,bothsexes,0_4,3707,3124793,0.1%
1995,740,Suriname,bothsexes,0_4,2369,54582,4.3%
1995,858,Uruguay,bothsexes,0_4,3344,280853,1.2%
1995,862,Venezuela (Bolivarian Republic of),bothsexes,0_4,19221,2750903,0.7%
1995,36,Australia,bothsexes,0_4,23910,1297818,1.8%
1995,554,New Zealand,bothsexes,0_4,12096,296083,4.1%
1995,242,Fiji,bothsexes,0_4,876,99359,0.9%
1995,540,New Caledonia,bothsexes,0_4,1187,20495,5.8%
1995,598,Papua New Guinea,bothsexes,0_4,2589,781098,0.3%
1995,90,Solomon Islands,bothsexes,0_4,248,58977,0.4%
1995,548,Vanuatu,bothsexes,0_4,213,26195,0.8%
1995,316,Guam,bothsexes,0_4,2942,17511,16.8%
1995,296,Kiribati,bothsexes,0_4,186,11802,1.6%
1995,583,Micronesia (Fed. States of),bothsexes,0_4,233,16241,1.4%
1995,258,French Polynesia,bothsexes,0_4,1169,25119,4.7%
1995,882,Samoa,bothsexes,0_4,936,25124,3.7%
1995,776,Tonga,bothsexes,0_4,499,13571,3.7%
1995,112,Belarus,bothsexes,0_4,28876,594169,4.9%
1995,100,Bulgaria,bothsexes,0_4,943,419962,0.2%
1995,203,Czechia,bothsexes,0_4,810,593687,0.1%
1995,348,Hungary,bothsexes,0_4,6804,597565,1.1%
1995,616,Poland,bothsexes,0_4,12645,2563821,0.5%
1995,498,Republic of Moldova,bothsexes,0_4,12125,328279,3.7%
1995,642,Romania,bothsexes,0_4,1426,1266444,0.1%
1995,643,Russian Federation,bothsexes,0_4,146201,8049436,1.8%
1995,703,Slovakia,bothsexes,0_4,376,364808,0.1%
1995,804,Ukraine,bothsexes,0_4,79322,2794341,2.8%
1995,830,Channel Islands,bothsexes,0_4,526,8344,6.3%
1995,208,Denmark,bothsexes,0_4,5852,338736,1.7%
1995,233,Estonia,bothsexes,0_4,2519,79637,3.2%
1995,246,Finland,bothsexes,0_4,2585,326724,0.8%
1995,352,Iceland,bothsexes,0_4,741,22728,3.3%
1995,372,Ireland,bothsexes,0_4,8747,248135,3.5%
1995,428,Latvia,bothsexes,0_4,1300,142927,0.9%
1995,440,Lithuania,bothsexes,0_4,3730,241353,1.5%
1995,578,Norway,bothsexes,0_4,5821,303831,1.9%
1995,752,Sweden,bothsexes,0_4,11819,594427,2.0%
1995,826,United Kingdom,bothsexes,0_4,73196,3812702,1.9%
1995,8,Albania,bothsexes,0_4,5796,336030,1.7%
1995,70,Bosnia and Herzegovina,bothsexes,0_4,3370,260039,1.3%
1995,191,Croatia,bothsexes,0_4,17497,243066,7.2%
1995,300,Greece,bothsexes,0_4,45794,532884,8.6%
1995,380,Italy,bothsexes,0_4,41287,2726477,1.5%
1995,470,Malta,bothsexes,0_4,435,25768,1.7%
1995,807,North Macedonia,bothsexes,0_4,4753,158210,3.0%
1995,620,Portugal,bothsexes,0_4,14943,542982,2.8%
1995,688,Serbia,bothsexes,0_4,4990,667418,0.7%
1995,705,Slovenia,bothsexes,0_4,1123,99312,1.1%
1995,724,Spain,bothsexes,0_4,27218,1947538,1.4%
1995,40,Austria,bothsexes,0_4,13505,472413,2.9%
1995,56,Belgium,bothsexes,0_4,20933,609858,3.4%
1995,250,France,bothsexes,0_4,50180,3624477,1.4%
1995,276,Germany,bothsexes,0_4,65399,4073552,1.6%
1995,442,Luxembourg,bothsexes,0_4,2676,27327,9.8%
1995,528,Netherlands,bothsexes,0_4,21559,983169,2.2%
1995,756,Switzerland,bothsexes,0_4,63248,423550,14.9%
1995,124,Canada,bothsexes,0_4,31169,1974961,1.6%
1995,840,United States of America,bothsexes,0_4,269266,19965956,1.3%
2000,108,Burundi,bothsexes,0_4,5969,1155818,0.5%
2000,174,Comoros,bothsexes,0_4,550,88752,0.6%
2000,262,Djibouti,bothsexes,0_4,4473,102510,4.4%
2000,232,Eritrea,bothsexes,0_4,703,323193,0.2%
2000,231,Ethiopia,bothsexes,0_4,36817,12347589,0.3%
2000,404,Kenya,bothsexes,0_4,46052,5538879,0.8%
2000,450,Madagascar,bothsexes,0_4,1270,2842101,0.0%
2000,454,Malawi,bothsexes,0_4,14519,2013864,0.7%
2000,480,Mauritius,bothsexes,0_4,228,98583,0.2%
2000,175,Mayotte,bothsexes,0_4,2478,25023,9.9%
2000,508,Mozambique,bothsexes,0_4,25589,3161349,0.8%
2000,638,Réunion,bothsexes,0_4,3385,70784,4.8%
2000,646,Rwanda,bothsexes,0_4,25498,1289533,2.0%
2000,690,Seychelles,bothsexes,0_4,233,7327,3.2%
2000,706,Somalia,bothsexes,0_4,2930,1777543,0.2%
2000,800,Uganda,bothsexes,0_4,63651,4736457,1.3%
2000,834,United Republic of Tanzania,bothsexes,0_4,70585,5754096,1.2%
2000,894,Zambia,bothsexes,0_4,26098,1908027,1.4%
2000,716,Zimbabwe,bothsexes,0_4,16170,1691691,1.0%
2000,24,Angola,bothsexes,0_4,1983,3082556,0.1%
2000,120,Cameroon,bothsexes,0_4,9335,2648084,0.4%
2000,140,Central African Republic,bothsexes,0_4,17608,612987,2.9%
2000,148,Chad,bothsexes,0_4,14325,1688335,0.8%
2000,178,Congo,bothsexes,0_4,31462,510749,6.2%
2000,180,Democratic Republic of the Congo,bothsexes,0_4,30781,8666362,0.4%
2000,226,Equatorial Guinea,bothsexes,0_4,343,100186,0.3%
2000,266,Gabon,bothsexes,0_4,19726,184690,10.7%
2000,678,Sao Tome and Principe,bothsexes,0_4,119,23063,0.5%
2000,72,Botswana,bothsexes,0_4,3111,216960,1.4%
2000,748,Eswatini,bothsexes,0_4,1848,146359,1.3%
2000,426,Lesotho,bothsexes,0_4,548,276930,0.2%
2000,516,Namibia,bothsexes,0_4,7798,265429,2.9%
2000,710,South Africa,bothsexes,0_4,15551,4859429,0.3%
